
List of user-set options:

                                    Name   Value                used
                   hessian_approximation = limited-memory        yes
                           linear_solver = ma57                  yes
                  ma57_automatic_scaling = yes                   yes
                                max_iter = 1000                  yes
                             mu_strategy = adaptive              yes
                             output_file = TreatmentOptimizationIPOPTinfo.txt  yes
                             print_level = 5                     yes
                      print_user_options = yes                   yes
                                     tol = 1                     yes
This is Ipopt version 3.12.9, running with linear solver ma57.

Number of nonzeros in equality constraint Jacobian...:    16562
Number of nonzeros in inequality constraint Jacobian.:     1800
Number of nonzeros in Lagrangian Hessian.............:        0

Total number of variables............................:      618
                     variables with only lower bounds:        0
                variables with lower and upper bounds:      618
                     variables with only upper bounds:        0
Total number of equality constraints.................:      312
Total number of inequality constraints...............:      151
        inequality constraints with only lower bounds:        0
   inequality constraints with lower and upper bounds:      151
        inequality constraints with only upper bounds:        0

iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
   0  9.9000001e-01 1.68e+03 1.13e-01   0.0 0.00e+00    -  0.00e+00 0.00e+00   0
   1  9.7125305e-01 1.60e+03 2.15e+01  -1.0 9.98e-01    -  1.11e-02 4.65e-02f  1
   2  9.5857450e-01 1.57e+03 2.18e+01  -0.5 1.08e+00    -  5.03e-01 2.20e-02f  1
   3  6.1028580e-01 4.05e+02 2.04e+02  -0.7 9.25e-01    -  8.04e-02 9.42e-01f  1
   4  5.5232708e-01 1.78e+02 3.52e+01  -0.9 9.95e-02    -  8.49e-01 9.20e-01h  1
   5  5.0720785e-01 5.68e+02 7.09e+01  -0.6 2.31e-01    -  7.95e-01 6.90e-01h  1
   6  4.8818507e-01 7.64e+02 6.91e+03   0.3 5.19e-01    -  1.00e+00 2.87e-01f  1
   7  4.4257331e-01 3.51e+02 4.69e+03   0.5 3.89e-01    -  1.00e+00 7.50e-01h  1
   8  4.3531617e-01 1.13e+02 1.73e+02   0.2 9.40e-02    -  1.00e+00 1.00e+00h  1
   9  4.4365987e-01 5.72e+01 6.47e+02  -0.1 6.88e-02    -  9.98e-01 9.17e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  10  4.3527059e-01 6.00e+01 1.32e+03   0.2 9.36e-02    -  1.00e+00 5.00e-01f  2
  11  4.3855232e-01 2.30e+01 2.00e+02  -0.2 4.60e-02    -  1.00e+00 1.00e+00h  1
  12  4.4359020e-01 1.23e+01 1.60e+02  -0.7 4.17e-02    -  1.00e+00 1.00e+00h  1
  13  4.4615771e-01 4.43e+00 1.64e+02  -1.1 2.30e-02    -  1.00e+00 1.00e+00h  1
  14  4.4795975e-01 2.50e+00 6.44e+01  -1.1 1.39e-02    -  1.00e+00 1.00e+00h  1
  15  4.4896683e-01 1.75e+00 5.11e+01  -1.8 1.29e-02    -  1.00e+00 1.00e+00h  1
  16  4.4853668e-01 1.32e+00 9.89e+01  -1.6 2.53e-02    -  1.00e+00 5.00e-01h  2
  17  4.4761433e-01 1.16e+00 3.06e+02  -1.3 6.05e-02    -  1.00e+00 5.03e-01h  1
  18  4.4603466e-01 8.93e-01 2.01e+02  -1.1 7.94e-02    -  1.00e+00 5.71e-01f  1
  19  4.4529975e-01 7.46e-01 3.77e+02  -1.4 1.57e-02    -  1.00e+00 4.82e-01h  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  20  4.4140836e-01 3.83e-01 2.07e+02  -1.8 3.22e-02    -  1.00e+00 1.00e+00h  1
  21  4.3881962e-01 2.08e-01 2.83e+01  -2.0 1.93e-02    -  1.00e+00 1.00e+00h  1
  22  4.3754054e-01 9.82e-02 3.64e+00  -3.0 8.07e-03    -  1.00e+00 1.00e+00h  1
  23  4.3628049e-01 4.35e-02 3.19e-01  -4.1 4.77e-03    -  1.00e+00 1.00e+00h  1
  24  4.2464761e-01 3.02e-01 4.72e-01  -3.8 4.96e-02    -  1.00e+00 1.00e+00h  1
  25  3.5998445e-01 5.62e+00 1.50e+00  -2.9 1.28e+00    -  3.03e-01 9.29e-02h  1
  26  2.5311946e-01 1.95e+01 3.80e+00  -3.0 1.21e+00    -  3.51e-01 1.71e-01h  1
  27  1.3985547e-01 9.25e+01 5.47e+00  -2.3 1.26e+00    -  5.03e-01 2.16e-01h  1
  28  7.1511537e-02 3.14e+01 2.27e+00  -2.7 1.23e-01    -  1.00e+00 1.00e+00h  1
  29  1.0997008e-01 5.02e+01 2.41e+00  -2.4 1.05e-01    -  7.71e-01 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  30  9.0084146e-02 4.01e+01 2.41e+00  -2.6 1.53e-01    -  1.00e+00 2.42e-01h  1
  31  4.9425311e-02 3.32e+01 7.03e-01  -2.6 9.37e-02    -  1.00e+00 1.00e+00h  1
  32  2.4114560e-02 1.29e+01 5.17e-01  -3.0 4.93e-02    -  1.00e+00 1.00e+00h  1
  33  1.7934625e-02 1.47e+01 6.06e-01  -3.1 3.96e-02    -  1.00e+00 1.00e+00h  1
  34  5.0904184e-02 4.05e+01 1.84e+01  -2.5 8.50e-02    -  7.85e-01 1.00e+00h  1
  35  3.0954267e-02 1.20e+01 6.07e-01  -2.6 4.69e-02    -  1.00e+00 1.00e+00h  1
  36  2.3937138e-02 7.63e+00 1.26e+01  -8.6 3.43e-02    -  7.30e-01 9.40e-01h  1
  37  5.0056841e-02 1.15e+01 1.91e+00  -2.5 5.06e-02    -  1.00e+00 1.00e+00h  1
  38  4.3263629e-02 6.93e+00 1.56e+00  -2.6 1.91e-02    -  1.00e+00 9.68e-01h  1
  39  4.4044411e-02 6.54e+00 3.48e+00  -3.4 3.83e-02    -  8.32e-01 7.43e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  40  6.1657905e-02 7.78e+00 4.11e+00  -2.5 5.14e-02    -  1.00e+00 1.00e+00h  1
  41  7.0870837e-02 5.80e+00 1.77e+02  -2.6 7.22e-02    -  6.81e-01 3.89e-01H  1
  42  8.5166562e-02 5.81e+00 1.50e+01  -2.0 4.89e-02    -  1.00e+00 1.00e+00h  1
  43  8.4909543e-02 2.27e+00 6.84e+00  -2.1 1.84e-02    -  1.00e+00 1.00e+00h  1
  44  1.1192999e-01 4.50e+00 6.20e+01  -1.6 1.07e-01    -  1.00e+00 1.00e+00h  1
  45  1.3827540e-01 2.01e+00 2.89e+01  -1.7 1.10e-01    -  9.74e-01 1.00e+00h  1
  46  1.7365044e-01 5.42e+01 5.22e+02  -1.1 1.73e-01    -  9.66e-01 6.46e-01f  1
  47  1.6108108e-01 1.53e+01 3.02e+01  -1.2 4.27e-02    -  1.00e+00 1.00e+00h  1
  48  1.5810606e-01 5.55e+00 1.14e+01  -1.2 1.87e-02    -  1.00e+00 1.00e+00h  1
  49  1.6487872e-01 3.72e+00 4.85e+01  -1.2 2.12e-02    -  1.00e+00 1.00e+00h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  50  1.6261752e-01 2.42e+00 4.59e+01  -1.2 1.67e-02    -  1.00e+00 1.00e+00h  1
  51  1.6718909e-01 1.26e+00 5.78e+01  -1.2 1.27e-02    -  1.00e+00 1.00e+00h  1
  52  1.6458668e-01 1.02e+00 7.40e+01  -1.4 9.21e-03    -  1.00e+00 1.00e+00h  1
  53  1.6736680e-01 7.35e-01 5.35e+01  -2.0 8.98e-03    -  1.00e+00 1.00e+00h  1
  54  1.6736117e-01 4.28e-01 6.41e+01  -1.7 5.19e-02    -  1.00e+00 9.62e-01h  1
  55  1.6589184e-01 1.74e-01 4.59e+01  -2.2 1.45e-02    -  1.00e+00 1.00e+00h  1
  56  1.6561717e-01 4.64e-02 1.91e+01  -2.6 3.15e-02    -  1.00e+00 1.00e+00h  1
  57  1.6516243e-01 5.59e-03 5.36e-01  -3.2 1.06e-02    -  1.00e+00 1.00e+00h  1
  58  1.6159666e-01 5.26e-02 2.50e-01  -3.6 1.77e-02    -  1.00e+00 1.00e+00h  1
  59  4.0929769e-02 2.47e+01 6.58e+00  -2.5 6.40e+00    -  2.63e-01 5.43e-02f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  60  2.0624025e-02 2.46e+01 1.46e+01  -3.1 2.78e-01    -  7.98e-01 3.25e-01h  1
  61  8.7862474e-03 2.01e+01 1.18e+01  -3.1 1.23e-01    -  1.00e+00 7.57e-01h  1
  62  1.0007160e-02 8.11e+00 5.76e-01  -3.3 2.98e-02    -  1.00e+00 1.00e+00h  1
  63  2.9723912e-02 1.86e+01 2.41e+01  -2.8 4.92e-02    -  3.83e-01 1.00e+00h  1
  64  2.9382148e-02 6.34e+00 1.05e+00  -3.1 1.71e-02    -  1.00e+00 1.00e+00h  1
  65  6.1447192e-02 1.18e+01 1.17e+01  -2.5 1.12e-01    -  1.00e+00 8.42e-01h  1
  66  5.9440699e-02 6.22e+00 8.88e-01  -2.6 3.18e-02    -  1.00e+00 1.00e+00h  1
  67  4.6084849e-02 5.63e+00 1.84e+00  -2.6 4.22e-02    -  1.00e+00 1.00e+00h  1
  68  6.2464518e-02 2.02e+00 1.13e+00  -2.9 6.82e-02    -  1.00e+00 1.00e+00h  1
  69  6.4793563e-02 2.41e+00 1.03e+00  -3.5 4.48e-02    -  1.00e+00 9.81e-01h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
  70  5.7464901e-02 1.40e+00 1.87e+00  -3.3 3.41e-02    -  1.00e+00 1.00e+00h  1
